Airport,Year,Month,Date,Domestic_Passengers,International_Passengers,Total_Passengers
Hobart,2017,12,1/12/17,255505,0,255505
Hobart,2018,1,1/1/18,266584,0,266584
Hobart,2018,2,1/2/18,223015,0,223015
Hobart,2018,3,1/3/18,248498,0,248498
Hobart,2018,4,1/4/18,229894,0,229894
Hobart,2018,5,1/5/18,183573,0,183573
Hobart,2018,6,1/6/18,184480,0,184480
Hobart,2018,7,1/7/18,212892,0,212892
Hobart,2018,8,1/8/18,188905,0,188905
Hobart,2018,9,1/9/18,198692,0,198692
Hobart,2018,10,1/10/18,235768,0,235768
Hobart,2018,11,1/11/18,237664,0,237664
Hobart,2018,12,1/12/18,266663,0,266663
Hobart,2019,1,1/1/19,278206,0,278206
Hobart,2019,2,1/2/19,231911,0,231911
Karratha,2009,1,1/1/09,35212,0,35212
Karratha,2009,2,1/2/09,36709,0,36709
Karratha,2009,3,1/3/09,41000,0,41000
Karratha,2009,4,1/4/09,43365,0,43365
Karratha,2009,5,1/5/09,44128,0,44128
Karratha,2009,6,1/6/09,44778,0,44778
Karratha,2009,7,1/7/09,48262,0,48262
Karratha,2009,8,1/8/09,47285,0,47285
Karratha,2009,9,1/9/09,50460,0,50460
Karratha,2009,10,1/10/09,51650,0,51650
Karratha,2009,11,1/11/09,50290,0,50290
Karratha,2009,12,1/12/09,46030,0,46030
Karratha,2010,1,1/1/10,44123,0,44123
Karratha,2010,2,1/2/10,44658,0,44658
Karratha,2010,3,1/3/10,53579,0,53579
Karratha,2010,4,1/4/10,49547,0,49547
Karratha,2010,5,1/5/10,50107,0,50107
Karratha,2010,6,1/6/10,51220,0,51220
Karratha,2010,7,1/7/10,55652,0,55652
Karratha,2010,8,1/8/10,54083,0,54083
Karratha,2010,9,1/9/10,55690,0,55690
Karratha,2010,10,1/10/10,58726,0,58726
Karratha,2010,11,1/11/10,57787,0,57787
Karratha,2010,12,1/12/10,53635,0,53635
Karratha,2011,1,1/1/11,50603,0,50603
Karratha,2011,2,1/2/11,50071,0,50071
Karratha,2011,3,1/3/11,60875,0,60875
Karratha,2011,4,1/4/11,57365,0,57365
Karratha,2011,5,1/5/11,61690,0,61690
Karratha,2011,6,1/6/11,59030,0,59030
Karratha,2011,7,1/7/11,67620,0,67620
Karratha,2011,8,1/8/11,69045,0,69045
Karratha,2011,9,1/9/11,66852,0,66852
Karratha,2011,10,1/10/11,65088,0,65088
Karratha,2011,11,1/11/11,70204,0,70204
Karratha,2011,12,1/12/11,61868,0,61868
Karratha,2012,1,1/1/12,61735,0,61735
Karratha,2012,2,1/2/12,64623,0,64623
Karratha,2012,3,1/3/12,67709,0,67709
Karratha,2012,4,1/4/12,65109,0,65109
Karratha,2012,5,1/5/12,71426,0,71426
Karratha,2012,6,1/6/12,67022,0,67022
Karratha,2012,7,1/7/12,72519,0,72519
Karratha,2012,8,1/8/12,72732,0,72732
Karratha,2012,9,1/9/12,67583,0,67583
Karratha,2012,10,1/10/12,75322,0,75322
Karratha,2012,11,1/11/12,71534,0,71534
Karratha,2012,12,1/12/12,61101,0,61101
Karratha,2013,1,1/1/13,64572,0,64572
Karratha,2013,2,1/2/13,56830,0,56830
Karratha,2013,3,1/3/13,67750,0,67750
Karratha,2013,4,1/4/13,69585,0,69585
Karratha,2013,5,1/5/13,71991,0,71991
Karratha,2013,6,1/6/13,64005,0,64005
Karratha,2013,7,1/7/13,70376,0,70376
Karratha,2013,8,1/8/13,63514,0,63514
Karratha,2013,9,1/9/13,60801,0,60801
Karratha,2013,10,1/10/13,66135,0,66135
Karratha,2013,11,1/11/13,60159,0,60159
Karratha,2013,12,1/12/13,54897,0,54897
Karratha,2014,1,1/1/14,58369,0,58369
Karratha,2014,2,1/2/14,55555,0,55555
Karratha,2014,3,1/3/14,59034,0,59034
Karratha,2014,4,1/4/14,60206,0,60206
Karratha,2014,5,1/5/14,61659,0,61659
Karratha,2014,6,1/6/14,57093,0,57093
Karratha,2014,7,1/7/14,62633,0,62633
Karratha,2014,8,1/8/14,60761,0,60761
Karratha,2014,9,1/9/14,60430,0,60430
Karratha,2014,10,1/10/14,64776,0,64776
Karratha,2014,11,1/11/14,57388,0,57388
Karratha,2014,12,1/12/14,52464,0,52464
Karratha,2015,1,1/1/15,49166,0,49166
Karratha,2015,2,1/2/15,48714,0,48714
Karratha,2015,3,1/3/15,51828,0,51828
Karratha,2015,4,1/4/15,52583,0,52583
Karratha,2015,5,1/5/15,50202,0,50202
Karratha,2015,6,1/6/15,49995,0,49995
Karratha,2015,7,1/7/15,55213,0,55213
Karratha,2015,8,1/8/15,50149,0,50149
Karratha,2015,9,1/9/15,51820,0,51820
Karratha,2015,10,1/10/15,52010,0,52010
Karratha,2015,11,1/11/15,50117,0,50117
Karratha,2015,12,1/12/15,45789,0,45789
Karratha,2016,1,1/1/16,40139,0,40139
Karratha,2016,2,1/2/16,39180,0,39180
Karratha,2016,3,1/3/16,42765,0,42765
Karratha,2016,4,1/4/16,41920,0,41920
Karratha,2016,5,1/5/16,46283,0,46283
Karratha,2016,6,1/6/16,41394,0,41394
Karratha,2016,7,1/7/16,41239,0,41239
Karratha,2016,8,1/8/16,41920,0,41920
Karratha,2016,9,1/9/16,41591,0,41591
Karratha,2016,10,1/10/16,41162,0,41162
Karratha,2016,11,1/11/16,42004,0,42004
Karratha,2016,12,1/12/16,35297,0,35297
Karratha,2017,1,1/1/17,34832,0,34832
Karratha,2017,2,1/2/17,33327,0,33327
Karratha,2017,3,1/3/17,38957,0,38957
Karratha,2017,4,1/4/17,35587,0,35587
Karratha,2017,5,1/5/17,39687,0,39687
Karratha,2017,6,1/6/17,38363,0,38363
Karratha,2017,7,1/7/17,36530,0,36530
Karratha,2017,8,1/8/17,37596,0,37596
Karratha,2017,9,1/9/17,35285,0,35285
Karratha,2017,10,1/10/17,38147,0,38147
Karratha,2017,11,1/11/17,37531,0,37531
Karratha,2017,12,1/12/17,33205,0,33205
Karratha,2018,1,1/1/18,33500,0,33500
Karratha,2018,2,1/2/18,32428,0,32428
Karratha,2018,3,1/3/18,36553,0,36553
Karratha,2018,4,1/4/18,35954,0,35954
Karratha,2018,5,1/5/18,39248,0,39248
Karratha,2018,6,1/6/18,36919,0,36919
Karratha,2018,7,1/7/18,40136,0,40136
Karratha,2018,8,1/8/18,40180,0,40180
Karratha,2018,9,1/9/18,36730,0,36730
Karratha,2018,10,1/10/18,39582,0,39582
Karratha,2018,11,1/11/18,37977,0,37977
Karratha,2018,12,1/12/18,32242,0,32242
Karratha,2019,1,1/1/19,35731,0,35731
Karratha,2019,2,1/2/19,33811,0,33811
Launceston,2009,1,1/1/09,110202,0,110202
Launceston,2009,2,1/2/09,93002,0,93002
Launceston,2009,3,1/3/09,105197,0,105197
Launceston,2009,4,1/4/09,97161,0,97161
Launceston,2009,5,1/5/09,89835,0,89835
Launceston,2009,6,1/6/09,84736,0,84736
Launceston,2009,7,1/7/09,88014,0,88014
Launceston,2009,8,1/8/09,89019,0,89019
Launceston,2009,9,1/9/09,91210,0,91210
Launceston,2009,10,1/10/09,94200,0,94200
Launceston,2009,11,1/11/09,94892,0,94892
Launceston,2009,12,1/12/09,98906,0,98906
Launceston,2010,1,1/1/10,106007,0,106007
Launceston,2010,2,1/2/10,94505,0,94505
Launceston,2010,3,1/3/10,100781,0,100781
Launceston,2010,4,1/4/10,100119,0,100119
Launceston,2010,5,1/5/10,88629,0,88629
Launceston,2010,6,1/6/10,85044,0,85044
Launceston,2010,7,1/7/10,89194,0,89194
Launceston,2010,8,1/8/10,88937,0,88937
Launceston,2010,9,1/9/10,91913,0,91913
Launceston,2010,10,1/10/10,97389,0,97389
Launceston,2010,11,1/11/10,97383,0,97383
Launceston,2010,12,1/12/10,118066,0,118066
Launceston,2011,1,1/1/11,115583,0,115583
Launceston,2011,2,1/2/11,95134,0,95134
Launceston,2011,3,1/3/11,106731,0,106731
Launceston,2011,4,1/4/11,96532,0,96532
Launceston,2011,5,1/5/11,85979,0,85979
Launceston,2011,6,1/6/11,73515,0,73515
Launceston,2011,7,1/7/11,84628,0,84628
Launceston,2011,8,1/8/11,85162,0,85162
Launceston,2011,9,1/9/11,86978,0,86978
Launceston,2011,10,1/10/11,91265,0,91265
Launceston,2011,11,1/11/11,96466,0,96466
Launceston,2011,12,1/12/11,107641,0,107641
Launceston,2012,1,1/1/12,113789,0,113789
Launceston,2012,2,1/2/12,93314,0,93314
Launceston,2012,3,1/3/12,101345,0,101345
Launceston,2012,4,1/4/12,97383,0,97383
Launceston,2012,5,1/5/12,87178,0,87178
Launceston,2012,6,1/6/12,85027,0,85027
Launceston,2012,7,1/7/12,83773,0,83773
Launceston,2012,8,1/8/12,88289,0,88289
Launceston,2012,9,1/9/12,97098,0,97098
Launceston,2012,10,1/10/12,98736,0,98736
Launceston,2012,11,1/11/12,107299,0,107299
Launceston,2012,12,1/12/12,119042,0,119042
Launceston,2013,1,1/1/13,127407,0,127407
Launceston,2013,2,1/2/13,101438,0,101438
Launceston,2013,3,1/3/13,115300,0,115300
Launceston,2013,4,1/4/13,112090,0,112090
Launceston,2013,5,1/5/13,89347,0,89347
Launceston,2013,6,1/6/13,82894,0,82894
Launceston,2013,7,1/7/13,100802,0,100802
Launceston,2013,8,1/8/13,94050,0,94050
Launceston,2013,9,1/9/13,92843,0,92843
Launceston,2013,10,1/10/13,110535,0,110535
Launceston,2013,11,1/11/13,104324,0,104324
Launceston,2013,12,1/12/13,126115,0,126115
Launceston,2014,1,1/1/14,134981,0,134981
Launceston,2014,2,1/2/14,104308,0,104308
Launceston,2014,3,1/3/14,117743,0,117743
Launceston,2014,4,1/4/14,110969,0,110969
Launceston,2014,5,1/5/14,95670,0,95670
Launceston,2014,6,1/6/14,93944,0,93944
Launceston,2014,7,1/7/14,97220,0,97220
Launceston,2014,8,1/8/14,90439,0,90439
Launceston,2014,9,1/9/14,95520,0,95520
Launceston,2014,10,1/10/14,109628,0,109628
Launceston,2014,11,1/11/14,111351,0,111351
Launceston,2014,12,1/12/14,127409,0,127409
Launceston,2015,1,1/1/15,131117,0,131117
Launceston,2015,2,1/2/15,105078,0,105078
Launceston,2015,3,1/3/15,117067,0,117067
Launceston,2015,4,1/4/15,107596,0,107596
Launceston,2015,5,1/5/15,94902,0,94902
Launceston,2015,6,1/6/15,84871,0,84871
Launceston,2015,7,1/7/15,101133,0,101133
Launceston,2015,8,1/8/15,91516,0,91516
Launceston,2015,9,1/9/15,93627,0,93627
Launceston,2015,10,1/10/15,109994,0,109994
Launceston,2015,11,1/11/15,116342,0,116342
Launceston,2015,12,1/12/15,133165,0,133165
Launceston,2016,1,1/1/16,135723,0,135723
Launceston,2016,2,1/2/16,114135,0,114135
Launceston,2016,3,1/3/16,122451,0,122451
Launceston,2016,4,1/4/16,115273,0,115273
Launceston,2016,5,1/5/16,96652,0,96652
Launceston,2016,6,1/6/16,90941,0,90941
Launceston,2016,7,1/7/16,107754,0,107754
Launceston,2016,8,1/8/16,89603,0,89603
Launceston,2016,9,1/9/16,99014,0,99014
Launceston,2016,10,1/10/16,108098,0,108098
Launceston,2016,11,1/11/16,115117,0,115117
Launceston,2016,12,1/12/16,136264,0,136264
Launceston,2017,1,1/1/17,143186,0,143186
Launceston,2017,2,1/2/17,114286,0,114286
Launceston,2017,3,1/3/17,120601,0,120601
Launceston,2017,4,1/4/17,118988,0,118988
Launceston,2017,5,1/5/17,94302,0,94302
Launceston,2017,6,1/6/17,87920,0,87920
Launceston,2017,7,1/7/17,104995,0,104995
Launceston,2017,8,1/8/17,90076,0,90076
Launceston,2017,9,1/9/17,98643,0,98643
Launceston,2017,10,1/10/17,110802,0,110802
Launceston,2017,11,1/11/17,117211,0,117211
Launceston,2017,12,1/12/17,140212,0,140212
Launceston,2018,1,1/1/18,147294,0,147294
Launceston,2018,2,1/2/18,113834,0,113834
Launceston,2018,3,1/3/18,132385,0,132385
Launceston,2018,4,1/4/18,123005,0,123005
Launceston,2018,5,1/5/18,92783,0,92783
Launceston,2018,6,1/6/18,91460,0,91460
Launceston,2018,7,1/7/18,114793,0,114793
Launceston,2018,8,1/8/18,94629,0,94629
Launceston,2018,9,1/9/18,100600,0,100600
Launceston,2018,10,1/10/18,114947,0,114947
Launceston,2018,11,1/11/18,117220,0,117220
Launceston,2018,12,1/12/18,138791,0,138791
Launceston,2019,1,1/1/19,149841,0,149841
Launceston,2019,2,1/2/19,117262,0,117262
Mackay,2009,1,1/1/09,79707,0,79707
Mackay,2009,2,1/2/09,67954,0,67954
Mackay,2009,3,1/3/09,75713,0,75713
Mackay,2009,4,1/4/09,76795,0,76795
Mackay,2009,5,1/5/09,75905,0,75905
Mackay,2009,6,1/6/09,75327,0,75327
Mackay,2009,7,1/7/09,80654,0,80654
Mackay,2009,8,1/8/09,76128,0,76128
Mackay,2009,9,1/9/09,79124,0,79124
Mackay,2009,10,1/10/09,82009,0,82009
Mackay,2009,11,1/11/09,78372,0,78372
Mackay,2009,12,1/12/09,78001,0,78001
Mackay,2010,1,1/1/10,73251,0,73251
Mackay,2010,2,1/2/10,67801,0,67801
Mackay,2010,3,1/3/10,71371,0,71371
Mackay,2010,4,1/4/10,73491,0,73491
Mackay,2010,5,1/5/10,75614,0,75614
Mackay,2010,6,1/6/10,81422,0,81422
Mackay,2010,7,1/7/10,87430,0,87430
Mackay,2010,8,1/8/10,84081,0,84081
Mackay,2010,9,1/9/10,93091,0,93091
Mackay,2010,10,1/10/10,95938,0,95938
Mackay,2010,11,1/11/10,88065,0,88065
Mackay,2010,12,1/12/10,91512,0,91512
Mackay,2011,1,1/1/11,91439,0,91439
Mackay,2011,2,1/2/11,70712,0,70712
Mackay,2011,3,1/3/11,85846,0,85846
Mackay,2011,4,1/4/11,84174,0,84174
Mackay,2011,5,1/5/11,88720,0,88720
Mackay,2011,6,1/6/11,88164,0,88164
Mackay,2011,7,1/7/11,93581,0,93581
Mackay,2011,8,1/8/11,94890,0,94890
Mackay,2011,9,1/9/11,97626,0,97626
Mackay,2011,10,1/10/11,100744,0,100744
Mackay,2011,11,1/11/11,94528,0,94528
Mackay,2011,12,1/12/11,92177,0,92177
Mackay,2012,1,1/1/12,86488,0,86488
Mackay,2012,2,1/2/12,85726,0,85726
Mackay,2012,3,1/3/12,94071,0,94071
Mackay,2012,4,1/4/12,92142,0,92142
Mackay,2012,5,1/5/12,97105,0,97105
Mackay,2012,6,1/6/12,97069,0,97069
Mackay,2012,7,1/7/12,98838,0,98838
Mackay,2012,8,1/8/12,96619,0,96619
Mackay,2012,9,1/9/12,95863,0,95863
Mackay,2012,10,1/10/12,98533,0,98533
Mackay,2012,11,1/11/12,90641,0,90641
Mackay,2012,12,1/12/12,93148,0,93148
Mackay,2013,1,1/1/13,90419,0,90419
Mackay,2013,2,1/2/13,80480,0,80480
Mackay,2013,3,1/3/13,92017,0,92017
Mackay,2013,4,1/4/13,94576,0,94576
Mackay,2013,5,1/5/13,90397,0,90397
Mackay,2013,6,1/6/13,94400,0,94400
Mackay,2013,7,1/7/13,98238,0,98238
Mackay,2013,8,1/8/13,94332,0,94332
Mackay,2013,9,1/9/13,92710,0,92710
Mackay,2013,10,1/10/13,97062,0,97062
Mackay,2013,11,1/11/13,85349,0,85349
Mackay,2013,12,1/12/13,92614,0,92614
Mackay,2014,1,1/1/14,80872,0,80872
Mackay,2014,2,1/2/14,71238,0,71238
Mackay,2014,3,1/3/14,81108,0,81108
Mackay,2014,4,1/4/14,82634,0,82634
Mackay,2014,5,1/5/14,80113,0,80113
Mackay,2014,6,1/6/14,76918,0,76918
Mackay,2014,7,1/7/14,88615,0,88615
Mackay,2014,8,1/8/14,80851,0,80851
Mackay,2014,9,1/9/14,81841,0,81841
Mackay,2014,10,1/10/14,88065,0,88065
Mackay,2014,11,1/11/14,75993,0,75993
Mackay,2014,12,1/12/14,81715,0,81715
Mackay,2015,1,1/1/15,70552,0,70552
Mackay,2015,2,1/2/15,61847,0,61847
Mackay,2015,3,1/3/15,75432,0,75432
Mackay,2015,4,1/4/15,76218,0,76218
Mackay,2015,5,1/5/15,74597,0,74597
Mackay,2015,6,1/6/15,72628,0,72628
Mackay,2015,7,1/7/15,80366,0,80366
Mackay,2015,8,1/8/15,74958,0,74958
Mackay,2015,9,1/9/15,72682,0,72682
Mackay,2015,10,1/10/15,72495,0,72495
Mackay,2015,11,1/11/15,67809,0,67809
Mackay,2015,12,1/12/15,69348,0,69348
Mackay,2016,1,1/1/16,59313,0,59313
Mackay,2016,2,1/2/16,56299,0,56299
Mackay,2016,3,1/3/16,66480,0,66480
Mackay,2016,4,1/4/16,65065,0,65065
Mackay,2016,5,1/5/16,65847,0,65847
Mackay,2016,6,1/6/16,64408,0,64408
Mackay,2016,7,1/7/16,67159,0,67159
Mackay,2016,8,1/8/16,65440,0,65440
Mackay,2016,9,1/9/16,65815,0,65815
Mackay,2016,10,1/10/16,66427,0,66427
Mackay,2016,11,1/11/16,61928,0,61928
Mackay,2016,12,1/12/16,63472,0,63472
Mackay,2017,1,1/1/17,55899,0,55899
Mackay,2017,2,1/2/17,54192,0,54192
Mackay,2017,3,1/3/17,56272,0,56272
Mackay,2017,4,1/4/17,65238,0,65238
Mackay,2017,5,1/5/17,64671,0,64671
Mackay,2017,6,1/6/17,64241,0,64241
Mackay,2017,7,1/7/17,66903,0,66903
Mackay,2017,8,1/8/17,65317,0,65317
Mackay,2017,9,1/9/17,70075,0,70075
Mackay,2017,10,1/10/17,69940,0,69940
Mackay,2017,11,1/11/17,64685,0,64685
Mackay,2017,12,1/12/17,65570,0,65570
Mackay,2018,1,1/1/18,61385,0,61385
Mackay,2018,2,1/2/18,56399,0,56399
Mackay,2018,3,1/3/18,68038,0,68038
Mackay,2018,4,1/4/18,62308,0,62308
Mackay,2018,5,1/5/18,68193,0,68193
Mackay,2018,6,1/6/18,64327,0,64327
Mackay,2018,7,1/7/18,77497,0,77497
Mackay,2018,8,1/8/18,75262,0,75262
Mackay,2018,9,1/9/18,69217,0,69217
Mackay,2018,10,1/10/18,70749,0,70749
Mackay,2018,11,1/11/18,67457,0,67457
Mackay,2018,12,1/12/18,67134,0,67134
Mackay,2019,1,1/1/19,62388,0,62388
Mackay,2019,2,1/2/19,59493,0,59493
Melbourne,2009,1,1/1/09,1689135,464486,2153621
Melbourne,2009,2,1/2/09,1485948,378940,1864888
Melbourne,2009,3,1/3/09,1697698,398919,2096617
Melbourne,2009,4,1/4/09,1649779,412382,2062161
Melbourne,2009,5,1/5/09,1551212,371483,1922695
Melbourne,2009,6,1/6/09,1479867,396792,1876659
Melbourne,2009,7,1/7/09,1647597,437524,2085121
Melbourne,2009,8,1/8/09,1650922,409169,2060091
Melbourne,2009,9,1/9/09,1686877,442531,2129408
Melbourne,2009,10,1/10/09,1776341,456969,2233310
Melbourne,2009,11,1/11/09,1740366,447407,2187773
Melbourne,2009,12,1/12/09,1699476,513750,2213226
Melbourne,2010,1,1/1/10,1683740,528510,2212250
Melbourne,2010,2,1/2/10,1611297,448201,2059498
Melbourne,2010,3,1/3/10,1826339,470925,2297264
Melbourne,2010,4,1/4/10,1769927,440740,2210667
Melbourne,2010,5,1/5/10,1682667,409912,2092579
Melbourne,2010,6,1/6/10,1670623,466182,2136805
Melbourne,2010,7,1/7/10,1857806,515612,2373418
Melbourne,2010,8,1/8/10,1833698,473354,2307052
Melbourne,2010,9,1/9/10,1876531,515192,2391723
Melbourne,2010,10,1/10/10,1955778,526288,2482066
Melbourne,2010,11,1/11/10,1862769,491203,2353972
Melbourne,2010,12,1/12/10,1891078,586392,2477470
Melbourne,2011,1,1/1/11,1827537,627843,2455380
Melbourne,2011,2,1/2/11,1610177,495121,2105298
Melbourne,2011,3,1/3/11,1853100,481748,2334848
Melbourne,2011,4,1/4/11,1830836,524810,2355646
Melbourne,2011,5,1/5/11,1748694,478669,2227363
Melbourne,2011,6,1/6/11,1601351,497247,2098598
Melbourne,2011,7,1/7/11,1808782,571817,2380599
Melbourne,2011,8,1/8/11,1752139,521423,2273562
Melbourne,2011,9,1/9/11,1744591,545803,2290394
Melbourne,2011,10,1/10/11,1844756,553442,2398198
Melbourne,2011,11,1/11/11,1794580,537546,2332126
Melbourne,2011,12,1/12/11,1790003,625489,2415492
Melbourne,2012,1,1/1/12,1812320,660137,2472457
Melbourne,2012,2,1/2/12,1651982,524223,2176205
Melbourne,2012,3,1/3/12,1868393,547293,2415686
Melbourne,2012,4,1/4/12,1790839,537975,2328814
Melbourne,2012,5,1/5/12,1745690,489333,2235023
Melbourne,2012,6,1/6/12,1694538,543399,2237937
Melbourne,2012,7,1/7/12,1898849,578084,2476933
Melbourne,2012,8,1/8/12,1864840,547251,2412091
Melbourne,2012,9,1/9/12,1886222,576431,2462653
Melbourne,2012,10,1/10/12,1984521,585162,2569683
Melbourne,2012,11,1/11/12,1991497,571059,2562556
Melbourne,2012,12,1/12/12,1908659,658895,2567554
Melbourne,2013,1,1/1/13,1909129,673592,2582721
Melbourne,2013,2,1/2/13,1699662,535435,2235097
Melbourne,2013,3,1/3/13,1953940,582585,2536525
Melbourne,2013,4,1/4/13,1881653,563156,2444809
Melbourne,2013,5,1/5/13,1782664,532377,2315041
Melbourne,2013,6,1/6/13,1743116,583479,2326595
Melbourne,2013,7,1/7/13,2034584,649721,2684305
Melbourne,2013,8,1/8/13,1951818,624168,2575986
Melbourne,2013,9,1/9/13,1901804,622717,2524521
Melbourne,2013,10,1/10/13,2069549,624860,2694409
Melbourne,2013,11,1/11/13,1972080,593432,2565512
Melbourne,2013,12,1/12/13,2008285,726621,2734906
Melbourne,2014,1,1/1/14,1988112,751678,2739790
Melbourne,2014,2,1/2/14,1754473,589200,2343673
Melbourne,2014,3,1/3/14,1971872,599597,2571469
Melbourne,2014,4,1/4/14,1936458,645499,2581957
Melbourne,2014,5,1/5/14,1833195,599694,2432889
Melbourne,2014,6,1/6/14,1807665,638937,2446602
Melbourne,2014,7,1/7/14,2015975,725467,2741442
Melbourne,2014,8,1/8/14,1955141,664402,2619543
Melbourne,2014,9,1/9/14,1941656,676862,2618518
Melbourne,2014,10,1/10/14,2148535,694570,2843105
Melbourne,2014,11,1/11/14,1996097,664073,2660170
Melbourne,2014,12,1/12/14,2015148,772487,2787635
Melbourne,2015,1,1/1/15,1952929,808207,2761136
Melbourne,2015,2,1/2/15,1792634,678328,2470962
Melbourne,2015,3,1/3/15,2044947,716520,2761467
Melbourne,2015,4,1/4/15,1961204,684751,2645955
Melbourne,2015,5,1/5/15,1872841,636936,2509777
Melbourne,2015,6,1/6/15,1827552,688338,2515890
Melbourne,2015,7,1/7/15,2131018,779103,2910121
Melbourne,2015,8,1/8/15,1981994,732905,2714899
Melbourne,2015,9,1/9/15,2006378,744426,2750804
Melbourne,2015,10,1/10/15,2169657,775334,2944991
Melbourne,2015,11,1/11/15,2078813,736825,2815638
Melbourne,2015,12,1/12/15,2110930,877643,2988573
Melbourne,2016,1,1/1/16,2041802,895294,2937096
Melbourne,2016,2,1/2/16,1920964,764234,2685198
Melbourne,2016,3,1/3/16,2111913,775782,2887695
Melbourne,2016,4,1/4/16,2010463,741474,2751937
Melbourne,2016,5,1/5/16,1944878,690498,2635376
Melbourne,2016,6,1/6/16,1917216,765416,2682632
Melbourne,2016,7,1/7/16,2151629,876022,3027651
Melbourne,2016,8,1/8/16,2015286,780834,2796120
Melbourne,2016,9,1/9/16,2115140,803333,2918473
Melbourne,2016,10,1/10/16,2193718,813439,3007157
Melbourne,2016,11,1/11/16,2147878,780219,2928097
Melbourne,2016,12,1/12/16,2161716,956041,3117757
Melbourne,2017,1,1/1/17,2128087,980100,3108187
Melbourne,2017,2,1/2/17,1861829,778338,2640167
Melbourne,2017,3,1/3/17,2137402,785165,2922567
Melbourne,2017,4,1/4/17,2084709,848207,2932916
Melbourne,2017,5,1/5/17,1976227,740299,2716526
Melbourne,2017,6,1/6/17,1954427,807461,2761888
Melbourne,2017,7,1/7/17,2210661,926881,3137542
Melbourne,2017,8,1/8/17,2059224,840515,2899739
Melbourne,2017,9,1/9/17,2109572,866933,2976505
Melbourne,2017,10,1/10/17,2290350,883230,3173580
Melbourne,2017,11,1/11/17,2221211,851387,3072598
Melbourne,2017,12,1/12/17,2202040,1015266,3217306
Melbourne,2018,1,1/1/18,2170968,1020724,3191692
Melbourne,2018,2,1/2/18,1927548,871187,2798735
Melbourne,2018,3,1/3/18,2226583,909908,3136491
Melbourne,2018,4,1/4/18,2136018,894262,3030280
Melbourne,2018,5,1/5/18,2007811,800820,2808631
Melbourne,2018,6,1/6/18,1972614,902957,2875571
Melbourne,2018,7,1/7/18,2265448,994216,3259664
Melbourne,2018,8,1/8/18,2143001,938116,3081117
Melbourne,2018,9,1/9/18,2131638,951501,3083139
Melbourne,2018,10,1/10/18,2309063,960308,3269371
Melbourne,2018,11,1/11/18,2224829,935091,3159920
Melbourne,2018,12,1/12/18,2177224,1044794,3222018
Melbourne,2019,1,1/1/19,2188064,1070087,3258151
Melbourne,2019,2,1/2/19,1952723,889344,2842067
Newcastle,2009,1,1/1/09,103394,0,103394
Newcastle,2009,2,1/2/09,85201,0,85201
Newcastle,2009,3,1/3/09,98019,0,98019
Newcastle,2009,4,1/4/09,97912,0,97912
Newcastle,2009,5,1/5/09,94768,0,94768
Newcastle,2009,6,1/6/09,84566,0,84566
Newcastle,2009,7,1/7/09,96489,0,96489
Newcastle,2009,8,1/8/09,94027,0,94027
Newcastle,2009,9,1/9/09,93290,0,93290
Newcastle,2009,10,1/10/09,100959,0,100959
Newcastle,2009,11,1/11/09,96301,0,96301
Newcastle,2009,12,1/12/09,92811,0,92811
Newcastle,2010,1,1/1/10,91421,0,91421
Newcastle,2010,2,1/2/10,84654,0,84654
Newcastle,2010,3,1/3/10,98699,0,98699
Newcastle,2010,4,1/4/10,96872,0,96872
Newcastle,2010,5,1/5/10,92294,0,92294
Newcastle,2010,6,1/6/10,89575,0,89575
Newcastle,2010,7,1/7/10,101983,0,101983
Newcastle,2010,8,1/8/10,97481,0,97481
Newcastle,2010,9,1/9/10,102135,0,102135
Newcastle,2010,10,1/10/10,111975,0,111975
Newcastle,2010,11,1/11/10,107502,0,107502
Newcastle,2010,12,1/12/10,111376,0,111376
Newcastle,2011,1,1/1/11,105668,0,105668
Newcastle,2011,2,1/2/11,88141,0,88141
Newcastle,2011,3,1/3/11,101958,0,101958
Newcastle,2011,4,1/4/11,101326,0,101326
Newcastle,2011,5,1/5/11,96319,0,96319
Newcastle,2011,6,1/6/11,85438,0,85438
Newcastle,2011,7,1/7/11,100865,0,100865
Newcastle,2011,8,1/8/11,98732,0,98732
Newcastle,2011,9,1/9/11,101285,0,101285
Newcastle,2011,10,1/10/11,108960,0,108960
Newcastle,2011,11,1/11/11,101660,0,101660
Newcastle,2011,12,1/12/11,100807,0,100807
Newcastle,2012,1,1/1/12,100810,0,100810
Newcastle,2012,2,1/2/12,90937,0,90937
Newcastle,2012,3,1/3/12,104070,0,104070
Newcastle,2012,4,1/4/12,96764,0,96764
Newcastle,2012,5,1/5/12,98493,0,98493
Newcastle,2012,6,1/6/12,90793,0,90793
Newcastle,2012,7,1/7/12,98741,0,98741
Newcastle,2012,8,1/8/12,96318,0,96318
Newcastle,2012,9,1/9/12,100083,0,100083
Newcastle,2012,10,1/10/12,104490,0,104490
Newcastle,2012,11,1/11/12,102998,0,102998
Newcastle,2012,12,1/12/12,99926,0,99926
Newcastle,2013,1,1/1/13,98439,0,98439
Newcastle,2013,2,1/2/13,87684,0,87684
Newcastle,2013,3,1/3/13,101633,0,101633
Newcastle,2013,4,1/4/13,102297,0,102297
Newcastle,2013,5,1/5/13,94671,0,94671
Newcastle,2013,6,1/6/13,90777,0,90777
Newcastle,2013,7,1/7/13,104093,0,104093
