Airport,Year,Month,Date,Domestic_Passengers,International_Passengers,Total_Passengers
Sunshine Coast,2018,1,1/1/18,119654,0,119654
Sunshine Coast,2018,2,1/2/18,80087,0,80087
Sunshine Coast,2018,3,1/3/18,95146,0,95146
Sunshine Coast,2018,4,1/4/18,103331,0,103331
Sunshine Coast,2018,5,1/5/18,84546,0,84546
Sunshine Coast,2018,6,1/6/18,83473,0,83473
Sunshine Coast,2018,7,1/7/18,109626,3323,112949
Sunshine Coast,2018,8,1/8/18,103119,4166,107285
Sunshine Coast,2018,9,1/9/18,108273,3645,111918
Sunshine Coast,2018,10,1/10/18,114720,3169,117889
Sunshine Coast,2018,11,1/11/18,106534,0,106534
Sunshine Coast,2018,12,1/12/18,112093,0,112093
Sunshine Coast,2019,1,1/1/19,117350,0,117350
Sunshine Coast,2019,2,1/2/19,78736,0,78736
Sydney,2009,1,1/1/09,1847513,996457,2843970
Sydney,2009,2,1/2/09,1673605,801924,2475529
Sydney,2009,3,1/3/09,1874832,821693,2696525
Sydney,2009,4,1/4/09,1841321,870622,2711943
Sydney,2009,5,1/5/09,1718158,759410,2477568
Sydney,2009,6,1/6/09,1648040,767888,2415928
Sydney,2009,7,1/7/09,1891155,941348,2832503
Sydney,2009,8,1/8/09,1882043,864145,2746188
Sydney,2009,9,1/9/09,1912421,879689,2792110
Sydney,2009,10,1/10/09,2097780,975493,3073273
Sydney,2009,11,1/11/09,2002516,894245,2896761
Sydney,2009,12,1/12/09,1973388,1062356,3035744
Sydney,2010,1,1/1/10,1892143,1110678,3002821
Sydney,2010,2,1/2/10,1877359,899053,2776412
Sydney,2010,3,1/3/10,2051486,926343,2977829
Sydney,2010,4,1/4/10,1998206,886880,2885086
Sydney,2010,5,1/5/10,1904291,803140,2707431
Sydney,2010,6,1/6/10,1868120,867125,2735245
Sydney,2010,7,1/7/10,2082684,1015800,3098484
Sydney,2010,8,1/8/10,2033255,928432,2961687
Sydney,2010,9,1/9/10,2059553,962454,3022007
Sydney,2010,10,1/10/10,2189947,1008887,3198834
Sydney,2010,11,1/11/10,2108590,944323,3052913
Sydney,2010,12,1/12/10,2129048,1102422,3231470
Sydney,2011,1,1/1/11,1987061,1159333,3146394
Sydney,2011,2,1/2/11,1854859,916286,2771145
Sydney,2011,3,1/3/11,2073799,902945,2976744
Sydney,2011,4,1/4/11,2039393,966189,3005582
Sydney,2011,5,1/5/11,1948541,852753,2801294
Sydney,2011,6,1/6/11,1807246,884489,2691735
Sydney,2011,7,1/7/11,2064177,1040159,3104336
Sydney,2011,8,1/8/11,2004177,938127,2942304
Sydney,2011,9,1/9/11,2009250,994485,3003735
Sydney,2011,10,1/10/11,2059808,1030429,3090237
Sydney,2011,11,1/11/11,2043114,952162,2995276
Sydney,2011,12,1/12/11,2033926,1111225,3145151
Sydney,2012,1,1/1/12,1971282,1180898,3152180
Sydney,2012,2,1/2/12,1854942,940980,2795922
Sydney,2012,3,1/3/12,2076967,972317,3049284
Sydney,2012,4,1/4/12,2004321,1001330,3005651
Sydney,2012,5,1/5/12,1957081,876247,2833328
Sydney,2012,6,1/6/12,1890449,978946,2869395
Sydney,2012,7,1/7/12,2114585,1076643,3191228
Sydney,2012,8,1/8/12,2101971,1004945,3106916
Sydney,2012,9,1/9/12,2123520,1056072,3179592
Sydney,2012,10,1/10/12,2218802,1063489,3282291
Sydney,2012,11,1/11/12,2192255,1025650,3217905
Sydney,2012,12,1/12/12,2132702,1191676,3324378
Sydney,2013,1,1/1/13,2062182,1210566,3272748
Sydney,2013,2,1/2/13,1878746,974278,2853024
Sydney,2013,3,1/3/13,2114483,1040515,3154998
Sydney,2013,4,1/4/13,2103360,1028008,3131368
Sydney,2013,5,1/5/13,1995550,936254,2931804
Sydney,2013,6,1/6/13,1946797,1009456,2956253
Sydney,2013,7,1/7/13,2203768,1139675,3343443
Sydney,2013,8,1/8/13,2134712,1065538,3200250
Sydney,2013,9,1/9/13,2103628,1097430,3201058
Sydney,2013,10,1/10/13,2294181,1108398,3402579
Sydney,2013,11,1/11/13,2169189,1073009,3242198
Sydney,2013,12,1/12/13,2210065,1250758,3460823
Sydney,2014,1,1/1/14,2148823,1306985,3455808
Sydney,2014,2,1/2/14,1919917,1037233,2957150
Sydney,2014,3,1/3/14,2140302,1044328,3184630
Sydney,2014,4,1/4/14,2101306,1093236,3194542
Sydney,2014,5,1/5/14,2019327,992357,3011684
Sydney,2014,6,1/6/14,1945647,1029492,2975139
Sydney,2014,7,1/7/14,2178146,1142090,3320236
Sydney,2014,8,1/8/14,2128691,1076431,3205122
Sydney,2014,9,1/9/14,2127562,1089560,3217122
Sydney,2014,10,1/10/14,2347061,1135801,3482862
Sydney,2014,11,1/11/14,2171234,1088600,3259834
Sydney,2014,12,1/12/14,2189091,1279722,3468813
Sydney,2015,1,1/1/15,2086423,1326387,3412810
Sydney,2015,2,1/2/15,1943694,1066363,3010057
Sydney,2015,3,1/3/15,2200850,1136718,3337568
Sydney,2015,4,1/4/15,2114810,1099065,3213875
Sydney,2015,5,1/5/15,2046769,1007863,3054632
Sydney,2015,6,1/6/15,1979017,1060056,3039073
Sydney,2015,7,1/7/15,2273885,1210977,3484862
Sydney,2015,8,1/8/15,2145995,1120885,3266880
Sydney,2015,9,1/9/15,2197135,1152403,3349538
Sydney,2015,10,1/10/15,2342707,1191437,3534144
Sydney,2015,11,1/11/15,2262498,1150341,3412839
Sydney,2015,12,1/12/15,2303836,1388733,3692569
Sydney,2016,1,1/1/16,2218150,1457786,3675936
Sydney,2016,2,1/2/16,2111123,1204556,3315679
Sydney,2016,3,1/3/16,2298486,1226541,3525027
Sydney,2016,4,1/4/16,2226650,1214946,3441596
Sydney,2016,5,1/5/16,2127391,1082798,3210189
Sydney,2016,6,1/6/16,2055379,1140791,3196170
Sydney,2016,7,1/7/16,2332285,1347109,3679394
Sydney,2016,8,1/8/16,2209052,1210752,3419804
Sydney,2016,9,1/9/16,2285326,1247507,3532833
Sydney,2016,10,1/10/16,2377514,1281541,3659055
Sydney,2016,11,1/11/16,2337440,1228753,3566193
Sydney,2016,12,1/12/16,2327148,1468897,3796045
Sydney,2017,1,1/1/17,2255527,1559969,3815496
Sydney,2017,2,1/2/17,2058044,1225869,3283913
Sydney,2017,3,1/3/17,2330826,1243785,3574611
Sydney,2017,4,1/4/17,2243073,1346092,3589165
Sydney,2017,5,1/5/17,2181077,1156617,3337694
Sydney,2017,6,1/6/17,2117148,1242871,3360019
Sydney,2017,7,1/7/17,2368234,1423033,3791267
Sydney,2017,8,1/8/17,2236341,1300543,3536884
Sydney,2017,9,1/9/17,2269844,1327350,3597194
Sydney,2017,10,1/10/17,2444126,1345502,3789628
Sydney,2017,11,1/11/17,2410803,1311556,3722359
Sydney,2017,12,1/12/17,2376831,1554999,3931830
Sydney,2018,1,1/1/18,2295333,1586333,3881666
Sydney,2018,2,1/2/18,2137861,1314012,3451873
Sydney,2018,3,1/3/18,2412959,1369182,3782141
Sydney,2018,4,1/4/18,2314158,1373416,3687574
Sydney,2018,5,1/5/18,2209018,1229871,3438889
Sydney,2018,6,1/6/18,2128329,1295198,3423527
Sydney,2018,7,1/7/18,2402625,1489983,3892608
Sydney,2018,8,1/8/18,2326064,1362107,3688171
Sydney,2018,9,1/9/18,2259795,1357595,3617390
Sydney,2018,10,1/10/18,2482712,1436293,3919005
Sydney,2018,11,1/11/18,2381598,1347275,3728873
Sydney,2018,12,1/12/18,2316821,1601220,3918041
Sydney,2019,1,1/1/19,2289327,1656401,3945728
Sydney,2019,2,1/2/19,2082995,1320912,3403907
Townsville,2009,1,1/1/09,106599,0,106599
Townsville,2009,2,1/2/09,94011,0,94011
Townsville,2009,3,1/3/09,113426,0,113426
Townsville,2009,4,1/4/09,121841,0,121841
Townsville,2009,5,1/5/09,128393,0,128393
Townsville,2009,6,1/6/09,126795,0,126795
Townsville,2009,7,1/7/09,143254,0,143254
Townsville,2009,8,1/8/09,133406,0,133406
Townsville,2009,9,1/9/09,129884,0,129884
Townsville,2009,10,1/10/09,133483,0,133483
Townsville,2009,11,1/11/09,125668,0,125668
Townsville,2009,12,1/12/09,125470,0,125470
Townsville,2010,1,1/1/10,111777,0,111777
Townsville,2010,2,1/2/10,108963,0,108963
Townsville,2010,3,1/3/10,120645,0,120645
Townsville,2010,4,1/4/10,125738,0,125738
Townsville,2010,5,1/5/10,126423,0,126423
Townsville,2010,6,1/6/10,133658,0,133658
Townsville,2010,7,1/7/10,148723,0,148723
Townsville,2010,8,1/8/10,146100,0,146100
Townsville,2010,9,1/9/10,144793,0,144793
Townsville,2010,10,1/10/10,146069,0,146069
Townsville,2010,11,1/11/10,132767,0,132767
Townsville,2010,12,1/12/10,143094,1314,144408
Townsville,2011,1,1/1/11,119392,1942,121334
Townsville,2011,2,1/2/11,103941,1160,105101
Townsville,2011,3,1/3/11,133861,1154,135015
Townsville,2011,4,1/4/11,133258,1004,134262
Townsville,2011,5,1/5/11,136110,845,136955
Townsville,2011,6,1/6/11,134134,754,134888
Townsville,2011,7,1/7/11,150716,1125,151841
Townsville,2011,8,1/8/11,142518,740,143258
Townsville,2011,9,1/9/11,143180,766,143946
Townsville,2011,10,1/10/11,139427,102,139529
Townsville,2011,11,1/11/11,133051,0,133051
Townsville,2011,12,1/12/11,137703,0,137703
Townsville,2012,1,1/1/12,119347,0,119347
Townsville,2012,2,1/2/12,117506,0,117506
Townsville,2012,3,1/3/12,132720,0,132720
Townsville,2012,4,1/4/12,131782,0,131782
Townsville,2012,5,1/5/12,137363,0,137363
Townsville,2012,6,1/6/12,138525,0,138525
Townsville,2012,7,1/7/12,147071,0,147071
Townsville,2012,8,1/8/12,138717,0,138717
Townsville,2012,9,1/9/12,136210,0,136210
Townsville,2012,10,1/10/12,143314,0,143314
Townsville,2012,11,1/11/12,133249,0,133249
Townsville,2012,12,1/12/12,133934,0,133934
Townsville,2013,1,1/1/13,118412,0,118412
Townsville,2013,2,1/2/13,107619,0,107619
Townsville,2013,3,1/3/13,123296,0,123296
Townsville,2013,4,1/4/13,127312,0,127312
Townsville,2013,5,1/5/13,128589,0,128589
Townsville,2013,6,1/6/13,131996,0,131996
Townsville,2013,7,1/7/13,148020,0,148020
Townsville,2013,8,1/8/13,137315,0,137315
Townsville,2013,9,1/9/13,137805,0,137805
Townsville,2013,10,1/10/13,140343,0,140343
Townsville,2013,11,1/11/13,120887,0,120887
Townsville,2013,12,1/12/13,134985,0,134985
Townsville,2014,1,1/1/14,112198,0,112198
Townsville,2014,2,1/2/14,100711,0,100711
Townsville,2014,3,1/3/14,115781,0,115781
Townsville,2014,4,1/4/14,122260,0,122260
Townsville,2014,5,1/5/14,123849,0,123849
Townsville,2014,6,1/6/14,128778,0,128778
Townsville,2014,7,1/7/14,142439,0,142439
Townsville,2014,8,1/8/14,132001,0,132001
Townsville,2014,9,1/9/14,134422,0,134422
Townsville,2014,10,1/10/14,136139,0,136139
Townsville,2014,11,1/11/14,117175,0,117175
Townsville,2014,12,1/12/14,132088,0,132088
Townsville,2015,1,1/1/15,111909,0,111909
Townsville,2015,2,1/2/15,98439,0,98439
Townsville,2015,3,1/3/15,117998,0,117998
Townsville,2015,4,1/4/15,123844,0,123844
Townsville,2015,5,1/5/15,124026,0,124026
Townsville,2015,6,1/6/15,127577,0,127577
Townsville,2015,7,1/7/15,145023,0,145023
Townsville,2015,8,1/8/15,131085,0,131085
Townsville,2015,9,1/9/15,134709,2809,137518
Townsville,2015,10,1/10/15,135679,3535,139214
Townsville,2015,11,1/11/15,121111,1229,122340
Townsville,2015,12,1/12/15,128711,3550,132261
Townsville,2016,1,1/1/16,111824,3234,115058
Townsville,2016,2,1/2/16,98163,2722,100885
Townsville,2016,3,1/3/16,117129,3159,120288
Townsville,2016,4,1/4/16,120629,3021,123650
Townsville,2016,5,1/5/16,125967,3618,129585
Townsville,2016,6,1/6/16,129767,3707,133474
Townsville,2016,7,1/7/16,142861,3892,146753
Townsville,2016,8,1/8/16,130264,3409,133673
Townsville,2016,9,1/9/16,134845,3703,138548
Townsville,2016,10,1/10/16,129537,3895,133432
Townsville,2016,11,1/11/16,118389,3286,121675
Townsville,2016,12,1/12/16,128625,3833,132458
Townsville,2017,1,1/1/17,111180,3847,115027
Townsville,2017,2,1/2/17,96830,3271,100101
Townsville,2017,3,1/3/17,115121,3235,118356
Townsville,2017,4,1/4/17,126737,4282,131019
Townsville,2017,5,1/5/17,122567,4324,126891
Townsville,2017,6,1/6/17,132681,4229,136910
Townsville,2017,7,1/7/17,150468,4909,155377
Townsville,2017,8,1/8/17,140606,4604,145210
Townsville,2017,9,1/9/17,139916,4565,144481
Townsville,2017,10,1/10/17,139884,4378,144262
Townsville,2017,11,1/11/17,128802,3369,132171
Townsville,2017,12,1/12/17,136698,3522,140220
Townsville,2018,1,1/1/18,120185,4606,124791
Townsville,2018,2,1/2/18,104371,4320,108691
Townsville,2018,3,1/3/18,135166,3099,138265
Townsville,2018,4,1/4/18,127310,858,128168
Townsville,2018,5,1/5/18,133949,547,134496
Townsville,2018,6,1/6/18,130112,693,130805
Townsville,2018,7,1/7/18,159435,808,160243
Townsville,2018,8,1/8/18,146577,672,147249
Townsville,2018,9,1/9/18,137187,584,137771
Townsville,2018,10,1/10/18,140204,0,140204
Townsville,2018,11,1/11/18,129096,0,129096
Townsville,2018,12,1/12/18,130519,0,130519
Townsville,2019,1,1/1/19,118189,0,118189
Townsville,2019,2,1/2/19,100266,0,100266
All Australian Airports,2009,1,1/1/09,8316460,2249424,10565884
All Australian Airports,2009,2,1/2/09,7238300,1793147,9031447
All Australian Airports,2009,3,1/3/09,8319008,1871540,10190548
All Australian Airports,2009,4,1/4/09,8275542,1975608,10251150
All Australian Airports,2009,5,1/5/09,7876608,1764508,9641116
All Australian Airports,2009,6,1/6/09,7582058,1829895,9411953
All Australian Airports,2009,7,1/7/09,8552960,2139351,10692311
All Australian Airports,2009,8,1/8/09,8396528,1999799,10396327
All Australian Airports,2009,9,1/9/09,8521298,2086767,10608065
All Australian Airports,2009,10,1/10/09,8999378,2217762,11217140
All Australian Airports,2009,11,1/11/09,8530380,2075908,10606288
All Australian Airports,2009,12,1/12/09,8417658,2403191,10820849
All Australian Airports,2010,1,1/1/10,8170184,2482669,10652853
All Australian Airports,2010,2,1/2/10,7822194,2030127,9852321
All Australian Airports,2010,3,1/3/10,8816840,2145529,10962369
All Australian Airports,2010,4,1/4/10,8703608,2062773,10766381
All Australian Airports,2010,5,1/5/10,8306804,1886099,10192903
All Australian Airports,2010,6,1/6/10,8315806,2095679,10411485
All Australian Airports,2010,7,1/7/10,9266286,2401136,11667422
All Australian Airports,2010,8,1/8/10,9038618,2213745,11252363
All Australian Airports,2010,9,1/9/10,9226780,2316363,11543143
All Australian Airports,2010,10,1/10/10,9663202,2373199,12036401
All Australian Airports,2010,11,1/11/10,9196712,2205642,11402354
All Australian Airports,2010,12,1/12/10,9383700,2577354,11961054
All Australian Airports,2011,1,1/1/11,8774582,2709123,11483705
All Australian Airports,2011,2,1/2/11,7845168,2120226,9965394
All Australian Airports,2011,3,1/3/11,9069790,2111623,11181413
All Australian Airports,2011,4,1/4/11,9049750,2285449,11335199
All Australian Airports,2011,5,1/5/11,8756154,2079485,10835639
All Australian Airports,2011,6,1/6/11,8188636,2155944,10344580
All Australian Airports,2011,7,1/7/11,9368226,2531894,11900120
All Australian Airports,2011,8,1/8/11,9099846,2308924,11408770
All Australian Airports,2011,9,1/9/11,9094122,2401935,11496057
All Australian Airports,2011,10,1/10/11,9382632,2476335,11858967
All Australian Airports,2011,11,1/11/11,9154462,2302972,11457434
All Australian Airports,2011,12,1/12/11,9110428,2671099,11781527
All Australian Airports,2012,1,1/1/12,8944232,2803526,11747758
All Australian Airports,2012,2,1/2/12,8242428,2220767,10463195
All Australian Airports,2012,3,1/3/12,9305268,2325361,11630629
All Australian Airports,2012,4,1/4/12,9057790,2379244,11437034
All Australian Airports,2012,5,1/5/12,8919608,2099103,11018711
All Australian Airports,2012,6,1/6/12,8710602,2361188,11071790
All Australian Airports,2012,7,1/7/12,9676804,2595183,12271987
All Australian Airports,2012,8,1/8/12,9507058,2418677,11925735
All Australian Airports,2012,9,1/9/12,9574306,2532916,12107222
All Australian Airports,2012,10,1/10/12,10079832,2572716,12652548
All Australian Airports,2012,11,1/11/12,9795878,2450674,12246552
All Australian Airports,2012,12,1/12/12,9490652,2849637,12340289
All Australian Airports,2013,1,1/1/13,9255974,2887496,12143470
All Australian Airports,2013,2,1/2/13,8256730,2313309,10570039
All Australian Airports,2013,3,1/3/13,9448022,2497251,11945273
All Australian Airports,2013,4,1/4/13,9457206,2449934,11907140
All Australian Airports,2013,5,1/5/13,9006082,2274189,11280271
All Australian Airports,2013,6,1/6/13,8869878,2467916,11337794
All Australian Airports,2013,7,1/7/13,10104312,2795406,12899718
All Australian Airports,2013,8,1/8/13,9690888,2644290,12335178
All Australian Airports,2013,9,1/9/13,9577030,2680985,12258015
All Australian Airports,2013,10,1/10/13,10359050,2709608,13068658
All Australian Airports,2013,11,1/11/13,9612210,2553483,12165693
All Australian Airports,2013,12,1/12/13,9853546,3070649,12924195
All Australian Airports,2014,1,1/1/14,9580584,3201609,12782193
All Australian Airports,2014,2,1/2/14,8413870,2490343,10904213
All Australian Airports,2014,3,1/3/14,9489838,2531778,12021616
All Australian Airports,2014,4,1/4/14,9514764,2709932,12224696
All Australian Airports,2014,5,1/5/14,9057492,2448609,11506101
All Australian Airports,2014,6,1/6/14,8894146,2585441,11479587
All Australian Airports,2014,7,1/7/14,9996582,2957222,12953804
All Australian Airports,2014,8,1/8/14,9592076,2744275,12336351
All Australian Airports,2014,9,1/9/14,9610186,2781028,12391214
All Australian Airports,2014,10,1/10/14,10477524,2854559,13332083
All Australian Airports,2014,11,1/11/14,9534382,2668537,12202919
All Australian Airports,2014,12,1/12/14,9771498,3159755,12931253
All Australian Airports,2015,1,1/1/15,9261524,3282915,12544439
All Australian Airports,2015,2,1/2/15,8366126,2651565,11017691
All Australian Airports,2015,3,1/3/15,9584080,2802213,12386293
All Australian Airports,2015,4,1/4/15,9444866,2746515,12191381
All Australian Airports,2015,5,1/5/15,9003498,2527461,11530959
All Australian Airports,2015,6,1/6/15,8865434,2688592,11554026
All Australian Airports,2015,7,1/7/15,10226320,3089421,13315741
All Australian Airports,2015,8,1/8/15,9534626,2870955,12405581
All Australian Airports,2015,9,1/9/15,9733756,2933459,12667215
All Australian Airports,2015,10,1/10/15,10317152,3022122,13339274
All Australian Airports,2015,11,1/11/15,9835410,2823632,12659042
All Australian Airports,2015,12,1/12/15,10056560,3427799,13484359
All Australian Airports,2016,1,1/1/16,9585532,3560271,13145803
All Australian Airports,2016,2,1/2/16,8881300,2935682,11816982
All Australian Airports,2016,3,1/3/16,9897144,3009317,12906461
All Australian Airports,2016,4,1/4/16,9627012,2959262,12586274
All Australian Airports,2016,5,1/5/16,9275816,2690863,11966679
All Australian Airports,2016,6,1/6/16,9157288,2905948,12063236
All Australian Airports,2016,7,1/7/16,10312870,3407850,13720720
All Australian Airports,2016,8,1/8/16,9713032,3063012,12776044
All Australian Airports,2016,9,1/9/16,10058464,3175613,13234077
All Australian Airports,2016,10,1/10/16,10420118,3225758,13645876
All Australian Airports,2016,11,1/11/16,10043856,3025559,13069415
All Australian Airports,2016,12,1/12/16,10216170,3657618,13873788
All Australian Airports,2017,1,1/1/17,9887058,3802113,13689171
All Australian Airports,2017,2,1/2/17,8653900,2970635,11624535
All Australian Airports,2017,3,1/3/17,9942442,3059339,13001781
All Australian Airports,2017,4,1/4/17,9815284,3307826,13123110
All Australian Airports,2017,5,1/5/17,9423080,2871230,12294310
All Australian Airports,2017,6,1/6/17,9322072,3094393,12416465
All Australian Airports,2017,7,1/7/17,10537100,3540914,14078014
All Australian Airports,2017,8,1/8/17,9893950,3250087,13144037
All Australian Airports,2017,9,1/9/17,10072534,3330398,13402932
All Australian Airports,2017,10,1/10/17,10767902,3369928,14137830
All Australian Airports,2017,11,1/11/17,10361670,3191909,13553579
All Australian Airports,2017,12,1/12/17,10420156,3826935,14247091
All Australian Airports,2018,1,1/1/18,10087998,3885401,13973399
All Australian Airports,2018,2,1/2/18,9009336,3187620,12196956
All Australian Airports,2018,3,1/3/18,10381216,3370279,13751495
All Australian Airports,2018,4,1/4/18,10079632,3362133,13441765
All Australian Airports,2018,5,1/5/18,9645110,3026652,12671762
All Australian Airports,2018,6,1/6/18,9351292,3276906,12628198
All Australian Airports,2018,7,1/7/18,10794498,3711115,14505613
All Australian Airports,2018,8,1/8/18,10286610,3469473,13756083
All Australian Airports,2018,9,1/9/18,10080778,3462722,13543500
All Australian Airports,2018,10,1/10/18,10904946,3547757,14452703
All Australian Airports,2018,11,1/11/18,10372794,3324676,13697470
All Australian Airports,2018,12,1/12/18,10203362,3950579,14153941
All Australian Airports,2019,1,1/1/19,10054672,4073072,14127744
All Australian Airports,2019,2,1/2/19,8926364,3256808,12183172
